item_id,order_id,product_id,quantity,unit_price,discount_percent
838,287,459,2,717.24,32.2
839,1007,87,5,1129.62,54.1
840,816,171,2,1225.77,1.8
841,1137,75,6,2244.86,21.2
842,26,69,1,1518.82,23.2
843,506,200,3,87.83,36.5
844,471,149,5,670.58,53.6
845,678,107,-3,1289.18,42.9
846,812,69,5,2107.19,20.7
847,353,369,3,657.82,25.6
848,1089,68,5,1190.4,37.2
849,923,329,5,606.1,35.7
850,302,262,5,2185.96,44.1
851,1164,159,5,2212.57,45.9
852,125,137,3,2094.59,6.3
853,921,38,3,2026.51,51.7
854,1107,180,4,673.16,54.3
855,1141,242,5,599.48,47.5
856,310,512,6,80.06,55.2
857,322,177,5,1295.12,30.9
858,102,172,5,368.54,2.7
859,240,3,2,45.61,41.5
860,791,31,4,1272.27,37.9
861,1144,396,6,308.65,32.9
862,606,296,4,158.97,43.5
863,1133,88,3,1476.13,45.3
864,989,200,5,790.58,24.5
865,648,204,1,1834.67,59.7
866,937,4,4,928.3,48.9
867,675,77,5,831.86,54.2
868,95,276,6,234.61,0.8
869,805,93,3,1761.68,53.5
870,461,332,1,255.93,36.8
871,551,16,4,921.37,33.7
872,399,145,5,947.91,43.5
873,1157,471,2,1963.35,31.7
874,1106,122,5,1183.83,59.7
875,994,380,1,2008.11,25.7
876,744,387,1,63.32,35.7
877,260,368,1,1139.11,57.8
878,1070,310,2,2444.56,33.2
879,12,143,5,2352.16,47.0
880,740,121,3,1154.12,27.4
881,185,395,2,1507.3,47.0
882,198,288,6,234.3,42.8
883,825,167,4,356.58,56.6
884,685,271,1,1803.91,22.0
885,271,301,5,935.26,50.0
886,93,145,5,320.19,52.2
887,1018,51,6,163.11,24.0
888,701,217,1,2069.07,16.7
889,963,336,5,2219.12,53.1
891,927,75,2,976.77,56.0
893,3,112,4,2452.73,39.4
894,646,45,1,1860.95,13.6
895,903,45,5,86.91,4.3
896,882,263,-2,2265.6,49.8
897,178,336,5,1749.32,13.6
898,289,219,5,2163.69,24.7
899,270,119,3,1036.48,44.0
900,1055,319,4,2028.29,5.0
901,145,361,3,1937.83,39.8
902,826,304,2,537.27,52.9
903,738,248,5,846.8,55.1
904,862,446,4,102.1,25.8
905,397,258,2,2228.03,55.9
906,1031,326,3,2001.5,23.0
907,611,339,2,838.31,26.7
908,910,369,6,1125.22,20.1
909,164,188,4,1824.32,0.6
910,70,333,3,272.31,29.6
911,634,105,6,2224.26,6.0
912,171,398,4,241.41,59.2
913,40,456,3,1706.53,3.2
914,363,380,1,2298.85,18.9
915,549,1,1,2232.96,40.0
916,374,366,3,2180.45,3.6
917,324,81,6,802.17,20.2
918,375,266,3,1103.19,53.4
919,696,505,3,254.23,26.6
920,392,51,4,2327.22,42.5
921,750,68,2,125.12,59.0
922,590,312,5,1933.29,0.7
923,1186,33,3,2196.33,25.7
924,1038,308,3,1569.02,54.6
925,454,179,3,2399.81,21.6
926,499,151,6,119.03,23.3
927,69,14,4,1612.09,23.9
928,878,397,5,1794.24,28.7
929,91,513,2,671.3,40.8
930,447,315,5,1454.73,57.8
931,768,470,-2,945.56,50.9
932,322,357,1,2071.96,4.4
933,436,401,3,463.19,6.3
934,1101,192,5,1655.42,34.4
935,307,98,2,179.01,44.2
936,66,432,6,2098.13,2.8
938,311,403,1,1112.96,47.7
939,14,468,6,838.54,52.6
940,1153,191,5,223.88,35.6
941,868,247,4,1050.61,48.2
942,367,379,6,887.54,11.2
943,524,130,4,7.74,26.7
944,187,7,2,456.43,25.9
945,345,176,5,173.48,54.4
946,1075,501,5,1808.36,41.2
947,1159,516,1,1094.14,32.1
948,681,321,1,1424.59,27.8
949,964,46,6,1773.53,45.0
950,696,222,4,172.59,58.7
951,317,177,5,2010.25,16.6
952,637,142,6,424.46,45.2
954,469,91,2,697.17,29.2
955,571,113,6,169.77,58.4
956,738,11,6,1684.45,44.1
957,27,52,6,696.11,42.9
958,306,450,2,1247.58,51.0
959,261,199,1,108.36,46.6
960,268,49,4,1020.86,23.8
961,6,237,1,2337.58,26.4
962,942,230,5,334.39,4.3
963,47,76,5,1176.84,22.7
964,84,224,2,302.73,47.1
965,540,283,6,171.87,23.2
966,333,208,1,2347.52,25.2
967,29,378,3,2422.25,25.1
968,806,404,1,2325.0,5.0
969,1049,311,3,1455.13,46.7
970,522,442,1,981.83,11.8
971,628,427,2,862.76,18.1
972,772,173,2,966.42,26.0
973,241,421,2,1665.33,55.2
974,704,273,5,1685.4,6.1
975,1055,41,6,1336.83,29.6
976,201,246,4,1812.27,54.4
977,174,270,5,555.4,33.6
978,491,289,6,2368.35,58.4
979,383,242,6,566.16,15.6
980,415,247,1,198.48,42.4
981,750,29,5,937.79,43.1
982,758,276,6,1250.95,47.8
983,823,275,6,1805.76,56.6
984,688,448,3,929.94,28.3
985,555,515,6,958.86,48.4
986,883,182,3,861.43,22.2
987,1097,314,1,1272.57,48.9
988,380,381,5,1441.41,23.8
989,915,140,-2,602.8,46.6
990,244,293,4,136.33,40.1
991,543,162,5,2352.69,49.0
992,617,58,3,1134.75,24.8
993,938,31,6,1337.72,41.2
994,250,172,5,359.51,7.2
995,755,288,4,799.25,12.5
996,573,518,2,1994.79,15.6
997,1021,168,4,2174.89,56.0
998,52,152,4,560.3,26.7
999,928,332,4,1019.81,11.7
1000,7,48,1,2312.88,37.8
1001,732,65,4,66.34,56.2
1002,667,38,6,68.17,9.1
1003,365,328,1,1160.47,50.8
1004,400,233,1,2419.31,41.5
1005,253,89,2,1238.47,9.9
1006,72,355,2,880.91,9.3
1007,801,191,-3,1441.16,37.9
1008,993,383,3,2416.07,21.1
1009,437,454,2,570.96,37.0
1010,1070,486,-2,1729.52,49.7
1011,455,434,2,1069.92,30.4
1012,72,471,1,118.68,11.2
1013,1020,163,1,2075.26,12.0
1014,80,406,4,253.94,38.7
1015,1134,188,5,1766.69,57.8
1016,1010,269,6,1337.66,15.5
1017,825,269,3,331.91,12.6
1018,444,166,2,2299.51,30.5
1019,218,158,3,868.53,59.4
1020,1160,189,6,450.7,57.5
1021,830,346,2,531.6,39.4
1022,798,491,6,2161.91,14.7
1023,235,504,3,693.07,49.7
1024,13,313,3,1931.56,39.2
1025,664,395,6,440.41,39.7
1026,1042,485,6,1643.84,23.2
1027,643,327,4,632.31,4.4
1028,357,89,6,1073.16,43.2
1029,148,439,6,682.69,34.2
1030,188,217,4,1479.38,27.1
1031,1018,1,2,2028.95,1.1
1032,346,73,2,1558.76,39.1
1033,197,315,6,187.86,12.1
1034,499,414,4,1159.58,34.0
1035,930,486,5,542.97,9.9
1036,1005,190,2,333.97,39.1
1037,58,487,3,1623.63,25.2
1038,486,317,2,511.52,36.2
1039,783,343,2,458.31,7.5
1040,94,25,5,1937.62,29.2
1041,775,468,3,1999.85,17.0
1042,15,476,1,992.13,18.6
1043,892,461,3,2308.78,53.1
1044,183,356,2,1069.44,59.4
1045,527,362,-1,790.26,13.2
1046,408,279,6,1414.79,37.0
1047,952,367,1,347.7,41.8
1048,457,478,1,1798.94,10.8
1049,717,424,5,1687.68,25.6
1050,481,344,3,1531.25,20.9
1051,577,339,4,1885.53,52.5
1052,599,75,3,1980.31,18.3
1053,249,249,5,2085.29,56.7
1054,530,277,4,2193.3,15.8
1055,1077,176,6,369.53,2.9
1056,673,489,2,1810.25,13.1
1057,1179,277,5,253.9,9.5
1058,17,63,5,1729.72,6.9
1059,981,357,4,485.83,37.8
1060,846,136,4,2148.56,7.5
1061,501,444,3,2121.4,22.9
1062,132,56,5,2058.29,8.5
1063,729,473,1,836.63,23.6
1064,730,339,5,1457.96,37.7
1065,966,81,5,2307.13,36.6
1066,141,194,3,652.14,19.6
1067,795,380,1,124.9,12.3
1068,376,139,4,88.55,14.9
1069,635,213,2,1641.78,1.1
1070,476,517,6,1854.92,40.5
1071,812,34,5,1382.66,54.1
1072,643,288,2,956.67,35.0
1073,103,499,6,1098.19,17.2
1074,954,327,1,150.82,13.7
1075,751,288,2,1058.2,20.3
1076,919,164,6,501.43,8.0
1077,314,138,-1,828.82,34.4
1078,221,225,1,497.19,24.5
1079,904,439,6,1959.37,21.9
1080,22,490,4,1526.13,20.8
1081,646,285,6,1606.18,12.6
1082,161,265,2,2041.08,10.2
1083,60,135,6,121.43,32.4
1084,939,17,5,231.71,43.1
1085,335,383,2,150.93,48.9
1086,848,474,3,1825.47,57.5
1087,976,267,6,1037.73,37.3
1088,375,233,1,1344.37,55.2
1089,316,348,4,1266.94,55.9
1090,369,352,5,966.27,45.5
1091,578,151,5,2368.15,29.1
1092,385,103,1,329.33,5.2
1093,97,43,4,593.09,20.8
1094,1133,76,6,1138.76,3.0
1095,993,231,1,1497.67,21.2
1096,516,113,2,1237.51,10.4
1097,292,256,4,554.68,27.3
1098,335,116,3,942.32,22.6
1099,657,392,3,2125.74,11.5
1100,400,201,1,509.88,17.4
1101,619,512,1,1273.89,34.8
1102,678,11,-1,2151.15,36.8
1103,774,321,6,477.72,40.9
1104,1018,407,6,1070.71,39.5
1105,328,425,5,586.76,11.1
1106,1020,368,2,1420.26,1.1
1107,165,146,3,2024.76,8.0
1108,756,293,2,296.98,19.4
1109,841,324,2,1894.84,42.1
1110,824,158,2,1616.15,10.3
1111,608,387,2,194.61,39.8
1112,1054,100,6,490.36,43.4
1113,457,230,1,1762.41,9.4
1114,172,178,2,1956.37,22.3
1115,607,158,1,2174.98,32.6
1116,1098,9,4,264.43,35.0
1117,1088,399,5,776.71,18.3
1118,274,182,-2,1427.19,30.1
1119,1020,322,5,1304.35,46.6
1120,795,409,3,1873.59,46.5
1121,244,304,6,1647.97,6.7
1122,289,184,4,192.38,11.0
1123,626,260,1,1332.08,47.8
1124,231,115,4,229.67,51.8
1125,915,285,4,1440.54,31.6
1126,330,21,2,147.25,52.5
1127,865,173,6,1767.04,3.7
1128,713,345,6,487.51,23.8
1130,482,166,1,2312.64,50.5
1131,351,64,5,153.81,23.9
1132,886,250,4,2145.2,10.6
1133,1139,514,2,1525.49,23.1
1134,418,86,4,1266.62,38.1
1135,1111,466,4,266.36,26.0
1136,625,195,-1,391.86,30.4
1137,322,157,2,252.38,32.4
1138,1041,192,2,1155.41,36.0
1139,130,21,3,1018.12,53.7
1140,1010,380,6,2064.68,10.0
1141,1103,254,6,1926.96,37.3
1142,957,516,4,1738.51,21.1
1143,859,307,5,878.11,29.8
1144,35,401,6,945.29,41.8
1145,818,363,2,1438.99,5.7
1146,663,167,3,861.85,13.4
1147,559,456,6,1846.74,53.2
1148,1187,487,1,361.08,37.0
1149,867,449,3,1437.37,23.8
1150,45,469,5,770.95,40.8
1151,523,292,6,1017.04,4.5
1152,1043,310,5,285.8,27.7
1153,592,352,5,519.61,44.0
1154,1099,300,1,1942.13,32.0
1155,544,171,1,1658.89,30.9
1156,808,122,3,2090.06,59.2
1157,336,410,4,728.25,36.1
1158,126,259,5,899.63,6.3
1160,676,243,6,1549.04,44.2
1161,537,356,6,1042.91,51.9
1162,30,14,4,122.87,12.8
1163,707,365,6,1614.4,1.0
1164,733,197,1,2064.54,58.7
1165,603,492,5,2285.38,54.7
1166,243,36,2,82.92,37.9
1167,418,237,6,682.1,17.7
1168,517,403,5,1212.45,39.9
1169,865,384,4,416.26,56.4
1170,774,353,2,1530.15,26.2
1171,979,189,4,2347.66,10.8
1172,17,302,2,1101.74,1.8
1173,1022,296,4,1713.41,19.5
1174,457,238,3,1338.27,18.8
1175,1002,357,2,549.31,10.0
1177,140,147,4,1585.1,27.8
1178,322,253,3,1545.63,33.3
1179,658,313,2,429.93,50.5
1180,287,119,3,2443.86,19.7
1181,755,345,4,2291.01,31.7
1182,97,459,5,1138.0,16.2
1183,472,145,6,747.42,52.4
1184,606,308,4,1757.31,58.8
1185,941,209,3,96.43,13.9
1186,1046,223,2,1056.11,52.4
1187,141,187,2,1070.67,2.2
1188,972,70,2,884.8,10.4
1189,1113,446,1,463.97,41.1
1190,642,419,4,820.15,39.7
1191,671,52,4,258.31,33.9
1192,220,300,6,701.64,22.9
1193,180,167,4,1483.26,23.8
1194,134,406,2,345.7,36.3
1195,527,269,6,2429.31,20.5
1196,1178,115,1,125.32,35.7
1197,697,349,-1,413.5,42.3
1198,1107,295,6,429.65,17.7
1199,568,305,5,1550.04,56.3
1200,938,380,4,2060.59,53.4
1201,673,130,5,2363.89,44.5
1202,106,474,1,1829.16,36.6
1203,152,193,3,1600.05,54.4
1204,926,307,-2,2290.18,15.8
1205,674,212,3,1066.51,45.6
1206,328,108,4,212.09,43.6
1207,61,445,5,2123.06,6.8
1208,168,504,5,2086.56,4.8
1209,690,171,1,2084.32,26.7
1210,1182,436,3,2311.91,35.1
1211,453,321,3,1862.56,32.3
1212,43,13,4,1923.16,40.1
1213,400,125,-3,309.04,14.5
1214,1198,129,2,2132.81,59.1
1215,630,250,3,1810.15,2.5
1216,121,104,3,2139.69,43.0
1217,88,307,1,534.38,27.7
1218,821,509,3,518.08,45.5
1219,287,358,1,1276.59,36.0
1220,1164,62,3,1762.26,37.6
1221,1116,299,4,1128.66,14.8
1222,685,500,4,1422.41,21.4
1223,237,44,3,1651.76,50.3
1224,492,163,2,1364.03,25.3
1225,775,303,3,446.84,4.9
1226,523,79,6,92.23,6.3
1227,946,210,3,840.23,52.3
1228,614,383,3,2408.52,2.2
1229,1148,220,2,25.64,8.6
1230,860,105,2,661.93,15.5
1231,555,236,5,1481.98,47.7
1232,45,429,5,1240.77,15.6
1233,8,285,2,2346.52,30.5
1234,553,243,3,2078.74,46.0
1235,1102,503,4,312.6,16.0
1236,403,123,4,1973.15,45.5
1237,555,214,1,1478.67,45.6
1238,134,454,2,1631.49,21.5
1239,1049,291,2,1903.65,27.0
1240,515,116,-1,2355.49,20.9
1241,1050,191,4,1364.65,23.8
1242,715,269,2,174.21,50.8
1243,477,365,5,1128.27,8.0
1244,550,507,-3,1725.22,50.3
1245,558,381,2,2494.59,14.4
1246,1129,317,1,251.48,38.1
1247,296,477,3,75.26,43.8
1248,1143,262,6,2164.55,34.5
1249,420,508,3,2105.74,47.6
1250,380,220,3,435.12,6.0
1251,1093,313,1,959.52,25.9
1252,782,409,-3,1124.38,39.2
1253,115,33,2,1488.42,46.8
1254,485,72,4,1430.25,11.8
1255,1114,488,1,1514.26,1.8
1256,197,13,2,69.86,27.7
1257,946,176,1,404.82,6.5
1258,1108,484,5,2212.08,39.3
1259,1016,324,-2,2176.0,42.6
1260,573,114,1,1425.85,32.8
1261,141,314,1,615.97,3.2
1262,297,135,3,463.25,8.7
1263,814,277,3,1889.55,8.5
1264,35,457,3,1995.6,28.5
1265,370,188,1,1054.56,37.5
1266,647,81,2,1630.61,36.2
1267,615,138,1,679.52,20.7
1268,736,38,3,332.88,6.4
1269,227,94,5,430.97,25.8
1270,829,424,6,641.97,33.4
1271,1053,389,2,2497.82,54.5
1272,1025,25,3,1280.37,13.8
1273,1142,34,5,1229.29,37.2
1274,1162,52,4,1012.14,44.2
1275,1084,131,2,2084.85,47.1
1276,472,277,3,1125.37,57.0
1277,1033,421,2,799.81,25.9
1278,304,171,1,502.26,43.6
1279,304,2,3,2197.23,45.7
1280,5,386,1,625.42,17.5
1281,826,5,5,13.38,31.3
1282,1164,416,1,1996.81,1.4
1283,190,241,6,351.46,29.7
1284,936,471,5,1851.33,37.1
1286,1122,42,3,131.4,55.3
1287,1055,122,2,2226.34,43.4
1288,501,88,1,799.26,39.7
1289,1138,514,6,358.1,34.4
1290,633,267,1,2013.28,39.9
1291,141,285,3,1035.12,1.8
1292,659,257,5,712.04,53.4
1293,560,55,4,243.25,33.0
1294,547,94,-1,1723.35,9.1
1295,283,296,5,2420.52,9.0
1296,801,72,5,1244.72,41.3
1297,279,198,3,1031.91,9.6
1298,456,90,-2,402.88,5.7
1299,1147,110,5,1374.64,41.2
1300,143,355,6,1413.33,17.2
1301,815,178,1,551.56,15.9
1302,837,249,1,1308.32,27.5
1303,61,206,6,2459.1,7.6
1304,875,271,1,2366.53,42.9
1305,24,333,4,564.85,48.9
1306,530,313,6,1639.45,53.6
1307,901,308,2,960.13,58.0
1308,220,375,3,1250.56,44.6
1309,420,153,3,652.39,21.0
1310,864,168,4,2350.8,45.4
1311,259,404,6,1135.39,0.2
1312,803,360,6,2330.05,47.0
1313,313,453,3,2210.27,24.5
1314,1118,301,3,1185.9,49.8
1315,327,16,6,96.07,58.5
1316,223,495,3,2483.59,58.4
1317,258,315,3,138.85,43.6
1318,775,345,1,1977.62,26.0
1319,518,263,3,1439.21,10.3
1320,819,91,3,1917.21,6.1
1321,1010,151,5,1161.68,0.2
1322,879,295,2,1253.6,51.8
1323,367,430,5,1344.42,59.6
1324,830,101,1,2042.31,59.6
1325,373,286,3,210.24,43.6
1326,507,53,1,780.83,44.6
1327,1082,103,2,1785.26,38.5
1328,1035,64,1,2498.76,12.1
1329,915,51,5,205.05,48.5
1330,67,487,2,2034.16,14.4
1331,1017,425,5,118.74,45.0
1332,795,364,2,1710.94,37.0
1333,105,292,3,2114.28,38.2
1334,1073,124,3,197.22,57.5
1335,698,123,5,61.47,55.4
1336,1144,4,4,1181.83,46.8
1337,116,426,4,268.93,1.6
1338,1049,159,5,328.8,12.2
1339,787,203,4,1215.49,50.3
1340,83,109,4,2249.68,0.4
1341,588,376,6,1962.02,27.9
1342,1026,301,2,489.42,46.1
1343,437,125,2,979.8,2.3
1344,788,467,4,652.66,40.0
1345,41,366,4,170.4,37.2
1346,243,146,3,228.16,3.3
1347,237,398,3,186.39,28.8
1348,20,265,3,2232.51,9.4
1349,434,228,6,1446.83,17.3
1350,600,110,-2,1847.78,36.0
1351,153,48,3,372.66,22.1
1352,146,398,6,1747.22,24.3
1353,502,239,5,778.1,5.4
1354,7,283,1,2280.65,25.2
1355,319,126,5,803.54,14.8
1356,691,79,1,2265.05,54.5
1357,675,382,2,1913.87,29.9
1358,202,47,3,1907.26,48.7
1359,946,158,6,742.61,17.6
1360,758,480,4,357.66,21.5
1361,905,513,4,1162.29,21.7
1362,540,236,4,1205.48,43.4
1363,444,234,3,1327.54,46.6
1364,906,516,1,2117.46,42.3
1365,371,341,2,652.6,45.1
1366,1082,191,2,1389.73,50.0
1367,94,11,4,1116.07,53.5
1368,424,212,1,2357.98,12.5
1369,1124,142,4,898.55,7.5
1370,1084,54,5,1019.06,40.3
1371,62,403,5,1480.35,14.0
1372,118,266,3,20.04,47.3
1373,1075,486,5,504.04,25.1
1374,172,461,3,1075.52,15.4
1375,19,330,6,1031.68,3.5
1376,971,348,4,863.93,9.5
1377,158,266,1,372.17,10.9
1378,431,467,6,1822.96,10.8
1379,361,106,6,270.51,4.5
1380,952,437,6,1518.83,58.1
1381,219,162,1,1543.89,32.6
1382,234,239,5,85.79,10.5
1383,213,184,-3,472.02,53.9
1384,847,15,5,243.66,58.8
1385,546,80,4,156.07,32.8
1386,147,83,1,1003.15,11.6
1387,81,299,-1,1460.34,12.5
1388,847,287,2,944.95,13.4
1389,232,286,4,1957.39,26.0
1390,495,34,1,1854.88,45.4
1391,666,333,2,276.27,36.2
1392,461,506,6,454.55,51.7
1393,328,228,1,873.41,2.9
1394,1154,441,1,1797.72,27.2
1395,679,312,4,892.96,12.3
1396,1002,383,6,63.37,43.4
1397,1036,3,4,1049.65,29.7
1398,745,11,1,1664.44,55.3
1399,1158,170,2,469.5,4.7
1400,761,244,3,1551.14,16.8
1401,1111,178,1,2247.39,20.9
1402,395,251,-1,897.01,2.4
1403,767,61,3,288.24,53.1
1404,464,35,3,568.96,24.3
1405,1033,214,5,1561.34,45.3
1406,503,253,2,988.32,9.8
1407,874,237,-3,310.51,49.9
1408,552,59,1,1113.61,20.0
1409,805,138,5,2378.69,7.1
1410,498,493,4,1152.17,35.3
1411,570,275,1,1604.09,34.0
1412,918,186,1,991.83,4.6
1413,470,411,3,324.63,25.4
1414,562,409,2,633.43,6.2
1415,291,460,5,2022.59,13.7
1416,10,276,2,791.94,8.2
1417,126,363,6,1729.25,51.6
1419,614,453,1,1215.36,35.5
1420,287,384,5,1732.6,15.1
1421,269,242,1,1771.95,15.3
1422,659,185,5,1841.2,58.1
1423,620,442,4,1234.31,22.9
1424,1177,175,2,1474.33,59.2
1425,881,59,3,418.99,28.0
1426,1112,342,4,1593.17,47.1
1427,736,176,5,2431.79,19.2
1428,896,177,4,49.88,30.5
1429,815,173,6,909.22,55.4
1430,654,402,1,426.09,9.5
1431,376,188,1,884.91,47.7
1432,831,422,3,475.81,45.6
1433,370,174,1,1983.33,14.7
1434,561,12,5,1971.21,36.3
1435,856,138,6,1027.72,0.0
1436,702,370,1,1078.62,11.1
1437,978,238,6,1538.24,3.0
1438,173,206,2,1349.16,10.7
1439,329,228,4,958.89,0.3
1440,96,148,1,1156.2,39.5
1441,657,429,4,2078.23,3.3
1442,893,363,4,30.76,34.3
1443,468,93,2,1114.51,25.5
1444,301,203,6,1967.32,6.9
1445,531,307,1,347.36,12.0
1446,204,295,3,295.18,44.9
1447,942,398,4,1310.78,28.6
1448,861,214,1,1976.15,36.3
1449,369,439,1,2023.09,28.4
1450,697,89,5,2090.55,29.7
1451,1157,43,3,2206.1,17.2
1452,449,80,3,1922.61,10.1
1453,551,514,3,2060.67,34.4
1454,919,301,1,1932.91,22.2
1455,462,43,2,705.78,28.1
1456,406,65,6,1633.83,58.8
1457,7,346,2,1566.42,18.8
1458,549,241,4,806.61,35.4
1459,33,226,1,1195.0,4.7
1460,876,421,4,1843.91,17.6
1461,934,218,5,1145.31,23.8
1462,769,360,4,2196.78,15.4
1463,849,398,2,1888.77,24.2
1464,138,90,3,1301.07,49.0
1465,1170,487,1,2311.63,10.0
1466,226,42,5,1745.27,39.0
1467,1152,373,3,1032.68,52.9
1468,69,254,1,1113.3,54.9
1469,1043,451,1,1666.35,1.3
1470,829,139,1,461.68,11.0
1471,841,288,4,1941.37,36.9
1472,1049,337,6,548.98,45.6
1473,96,210,2,765.18,48.8
1474,1055,410,5,65.06,50.6
1475,661,142,6,351.8,7.1
1476,933,433,6,1913.66,45.9
1477,1117,31,6,1020.8,12.4
1478,126,16,4,1189.04,56.6
1479,1189,83,5,1683.9,34.0
1480,1099,158,4,1049.61,19.4
1481,418,469,2,1845.16,55.3
1482,1094,176,3,1016.04,17.5
1483,62,241,6,2431.33,5.2
1484,487,20,3,286.82,21.5
1485,1159,390,4,1499.04,3.8
1486,697,377,4,649.87,36.4
1487,333,285,3,1648.43,14.7
1488,112,78,6,1167.44,32.3
1489,849,386,1,2384.85,16.3
1490,455,54,3,261.88,39.0
1491,518,146,5,2253.63,39.2
1492,191,48,2,290.52,3.3
1493,320,50,3,512.95,30.8
1494,1105,68,6,1138.38,24.1
1495,1083,304,4,2083.14,50.5
1496,669,20,1,1146.82,31.0
1497,1187,479,5,1580.21,5.3
1498,859,116,4,1799.48,53.1
1499,789,416,2,982.82,0.9
1500,68,123,1,1143.44,38.1
1501,359,271,4,705.12,13.1
1502,782,343,2,2495.81,40.8
1503,993,303,1,2027.21,55.8
1504,293,221,6,1022.52,1.1
1505,185,470,2,913.76,0.5
1506,1130,61,5,628.56,22.6
1508,632,436,3,643.33,45.2
1509,1092,286,3,1700.78,58.3
1510,820,151,3,301.55,52.5
1511,1168,379,4,694.73,42.7
1512,842,237,2,1072.58,22.9
1513,950,418,5,712.84,4.4
1514,764,179,5,341.55,3.0
1515,526,170,5,2403.31,33.8
1516,264,465,4,2371.83,34.2
1517,836,159,3,1472.03,44.2
1518,1123,489,3,2163.58,24.0
1519,1055,192,4,933.56,46.9
1520,26,177,2,126.9,56.9
1521,516,205,2,1509.79,44.8
1522,174,31,2,16.03,4.0
1523,610,409,6,371.25,37.0
1524,138,233,3,2133.0,52.2
1525,1156,210,3,1293.88,34.5
1526,659,482,6,335.33,35.5
1527,1107,393,3,746.32,44.5
1528,278,155,1,143.75,11.0
1529,690,497,1,2483.35,25.7
1530,210,411,3,317.13,56.3
1531,1117,379,1,1008.73,7.9
1532,9,3,6,1124.18,24.5
1533,206,492,4,386.57,45.9
1534,595,315,1,1229.43,7.2
1535,335,494,1,1652.89,18.9
1536,829,508,1,495.14,10.2
1537,1017,430,3,219.97,34.5
1538,368,73,2,1479.01,30.9
1539,397,189,1,2026.86,51.1
1540,636,1,4,1950.43,29.6
1541,53,132,5,1937.29,18.9
1542,135,482,1,1036.78,4.6
1543,147,366,6,229.12,41.7
1544,341,275,5,882.43,11.6
1545,524,363,1,1274.66,20.7
1546,1116,98,6,805.8,50.1
1547,534,375,5,625.95,40.0
1548,816,3,4,131.19,0.7
1549,504,327,1,2232.51,7.0
1550,566,154,2,449.64,48.3
1551,50,165,5,1919.11,44.3
1552,82,409,3,1712.81,16.7
1553,44,156,5,982.4,9.4
1554,693,448,4,1774.69,12.4
1555,418,136,3,504.22,56.0
1556,960,520,1,2250.51,45.7
1557,885,495,5,2481.04,2.6
1558,345,95,6,1354.42,43.4
1559,578,149,1,2027.84,22.7
1560,198,49,3,860.56,48.0
1561,494,413,1,85.71,59.7
1562,326,482,3,1696.91,28.6
1563,559,59,3,2159.54,40.7
1564,282,66,2,726.74,44.8
1565,1173,432,2,2191.62,29.2
1566,794,185,2,624.25,42.2
1567,1181,14,1,348.98,23.1
1568,1095,460,2,19.81,54.4
1569,1059,54,3,986.46,2.5
1570,811,133,1,1828.68,53.2
1571,180,9,4,1561.49,35.3
1572,23,122,5,2471.15,3.5
1573,486,24,2,1522.73,20.3
1574,410,479,4,1741.8,22.0
1575,230,43,2,128.6,43.0
1576,882,505,4,2336.44,39.7
1577,528,141,6,114.39,17.1
1578,1141,338,3,566.7,5.4
1579,1142,399,5,872.91,21.0
1580,433,408,3,2450.98,9.4
1581,344,127,6,1235.84,29.7
1582,645,106,-2,2028.1,50.4
1583,635,304,1,1125.03,38.4
1584,864,362,-1,2000.44,3.8
1585,1033,204,1,1703.83,4.1
1586,472,434,6,1245.14,5.6
1587,867,64,5,936.68,10.8
1588,619,315,2,1108.63,15.9
1589,769,219,6,247.2,48.7
1590,958,127,3,1433.81,44.1
1591,1075,308,5,2119.79,24.3
1592,440,241,4,491.05,19.3
1593,1014,406,6,1369.61,0.4
1594,960,490,2,2119.67,48.1
1595,182,103,2,1411.34,9.8
1596,738,148,2,1727.06,36.2
1597,982,415,6,726.29,2.4
1598,1149,168,3,2039.62,56.1
1599,943,265,5,417.52,28.4
1600,485,347,6,1631.01,2.8
1601,489,258,1,1723.41,0.0
1602,867,180,2,1293.08,17.6
1603,436,153,4,2224.2,0.5
1604,990,337,3,2107.64,41.4
1605,260,454,1,812.4,34.1
1606,143,4,2,1792.97,23.6
1607,583,189,2,1934.77,25.9
1608,309,479,4,549.77,56.4
1609,849,35,5,2387.58,24.1
1610,612,454,1,13.61,33.5
1611,108,321,1,427.82,30.2
1612,624,39,3,1602.58,47.5
1613,610,277,2,51.16,38.9
1614,890,439,3,1136.34,8.3
1615,1166,15,4,2107.71,14.7
1616,830,366,5,1587.56,47.6
1617,827,73,3,710.4,26.9
1618,646,107,6,1309.18,13.1
1619,1169,285,6,2106.07,35.9
1620,159,36,6,1475.25,37.2
1621,646,213,1,361.59,25.0
1622,894,228,2,2438.52,15.4
1623,781,77,1,1653.03,54.6
1624,675,234,5,632.44,0.2
1625,150,168,4,347.99,11.6
1626,1088,308,3,435.7,53.4
1627,331,517,6,1741.73,3.9
1628,1052,132,5,516.55,31.6
1629,1119,298,1,173.14,31.3
1630,788,262,6,1440.96,22.2
1631,627,278,5,981.58,45.2
1632,665,276,6,1420.59,47.8
1633,395,4,5,2141.51,51.5
1634,911,52,4,2099.33,3.6
1635,289,8,4,251.9,19.4
1636,653,285,6,829.71,39.9
1637,1071,368,3,2221.73,21.1
1638,353,8,4,135.5,31.4
1639,692,136,4,731.47,3.4
1640,147,110,3,389.0,53.5
